STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Georgia,https://dph.georgia.gov/epidemiology/influenza/georgia-influenza-activity,"Weekly Influenza Surveillance in Georgia",Level 10,High,Feb-15-2025,7,2024-25
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 4,Low,Feb-15-2025,7,2024-25
Idaho,http://flu.idaho.gov,"Influenza",Level 10,High,Feb-15-2025,7,2024-25
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 10,High,Feb-15-2025,7,2024-25
Indiana,https://www.in.gov/health/idepd/influenza/influenza-dashboard/,"Influenza in Indiana",Level 12,Very High,Feb-15-2025,7,2024-25
Iowa,https://idph.iowa.gov/influenza/reports,"Iowa Influenza Surveillance Network",Level 11,Very High,Feb-15-2025,7,2024-25
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 13,Very High,Feb-15-2025,7,2024-25
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,"Influenza - Flu",Level 11,Very High,Feb-15-2025,7,2024-25
Louisiana,https://ldh.la.gov/page/respiratory-home,"Influenza",Level 11,Very High,Feb-15-2025,7,2024-25
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 13,Very High,Feb-15-2025,7,2024-25
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 12,Very High,Feb-15-2025,7,2024-25
Massachusetts,https://www.mass.gov/info-details/influenza-reporting,"Influenza Surveillance Data",Level 13,Very High,Feb-15-2025,7,2024-25
Michigan,michigan.gov/flu/surveillance,"Influenza Activity and Surveillance",Level 13,Very High,Feb-15-2025,7,2024-25
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 8,High,Feb-15-2025,7,2024-25
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 9,High,Feb-15-2025,7,2024-25
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Feb-15-2025,7,2024-25
Montana,https://dphhs.mt.gov/publichealth/cdepi/diseases/Pan-Respiratory/InfluenzaDashboard,"Influenza: What You Need to Know",Level 7,Moderate,Feb-15-2025,7,2024-25
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 13,Very High,Feb-15-2025,7,2024-25
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 7,Moderate,Feb-15-2025,7,2024-25
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 13,Very High,Feb-15-2025,7,2024-25
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 11,Very High,Feb-15-2025,7,2024-25
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 12,Very High,Feb-15-2025,7,2024-25
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 13,Very High,Feb-15-2025,7,2024-25
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 11,Very High,Feb-15-2025,7,2024-25
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 6,Moderate,Feb-15-2025,7,2024-25
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 13,Very High,Feb-15-2025,7,2024-25
Oklahoma,https://oklahoma.gov/health/health-education/acute-disease-service/viral-view/influenza.html,"Influenza Information",Level 10,High,Feb-15-2025,7,2024-25
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 13,Very High,Feb-15-2025,7,2024-25
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 10,High,Feb-15-2025,7,2024-25
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 12,Very High,Feb-15-2025,7,2024-25
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 13,Very High,Feb-15-2025,7,2024-25
South Dakota,https://doh.sd.gov/health-data-reports/data-dashboards/influenza-dashboard/,"Influenza Information",Level 9,High,Feb-15-2025,7,2024-25
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 12,Very High,Feb-15-2025,7,2024-25
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 10,High,Feb-15-2025,7,2024-25
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 6,Moderate,Feb-15-2025,7,2024-25
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 10,High,Feb-15-2025,7,2024-25
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 12,Very High,Feb-15-2025,7,2024-25
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 13,Very High,Feb-15-2025,7,2024-25
West Virginia,https://breatheeasy.wv.gov,"Current Influenza Surveillance",Level 10,High,Feb-15-2025,7,2024-25
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 10,High,Feb-15-2025,7,2024-25
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,"Influenza",Level 7,Moderate,Feb-15-2025,7,2024-25
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 12,Very High,Feb-15-2025,7,2024-25
Commonwealth of the Northern Mariana Islands,,"",Level 3,Minimal,Feb-15-2025,7,2024-25
Puerto Rico,https://www.salud.gov.pr/CMS/92,"Puerto Rico Departamento de Salud",Level 6,Moderate,Feb-15-2025,7,2024-25
Virgin Islands,https://doh.vi.gov/resources/influenza-flu,"Influenza",Level 5,Low,Feb-15-2025,7,2024-25
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 9,High,Feb-22-2025,8,2024-25
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 6,Moderate,Feb-22-2025,8,2024-25
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 8,High,Feb-22-2025,8,2024-25
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,"Communicable Disease and Immunizations",Level 10,High,Feb-22-2025,8,2024-25
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,"Influenza (Flu)",Level 10,High,Feb-22-2025,8,2024-25
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,"Influenza Surveillance",Level 10,High,Feb-22-2025,8,2024-25
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,"Flu Statistics",Level 10,High,Feb-22-2025,8,2024-25
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 8,High,Feb-22-2025,8,2024-25
District of Columbia,https://dchealth.dc.gov/node/114982,"Influenza Information",Level 10,High,Feb-22-2025,8,2024-25
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 9,High,Feb-22-2025,8,2024-25
Georgia,https://dph.georgia.gov/epidemiology/influenza/georgia-influenza-activity,"Weekly Influenza Surveillance in Georgia",Level 9,High,Feb-22-2025,8,2024-25
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 5,Low,Feb-22-2025,8,2024-25
Idaho,http://flu.idaho.gov,"Influenza",Level 11,Very High,Feb-22-2025,8,2024-25
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 9,High,Feb-22-2025,8,2024-25
Indiana,https://www.in.gov/health/idepd/influenza/influenza-dashboard/,"Influenza in Indiana",Level 11,Very High,Feb-22-2025,8,2024-25
Iowa,https://idph.iowa.gov/influenza/reports,"Iowa Influenza Surveillance Network",Level 10,High,Feb-22-2025,8,2024-25
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 11,Very High,Feb-22-2025,8,2024-25
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,"Influenza - Flu",Level 10,High,Feb-22-2025,8,2024-25
Louisiana,https://ldh.la.gov/page/respiratory-home,"Influenza",Level 10,High,Feb-22-2025,8,2024-25
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 13,Very High,Feb-22-2025,8,2024-25
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 11,Very High,Feb-22-2025,8,2024-25
Massachusetts,https://www.mass.gov/info-details/influenza-reporting,"Influenza Surveillance Data",Level 13,Very High,Feb-22-2025,8,2024-25
Michigan,michigan.gov/flu/surveillance,"Influenza Activity and Surveillance",Level 13,Very High,Feb-22-2025,8,2024-25
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 6,Moderate,Feb-22-2025,8,2024-25
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 8,High,Feb-22-2025,8,2024-25
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 10,High,Feb-22-2025,8,2024-25
Montana,https://dphhs.mt.gov/publichealth/cdepi/diseases/Pan-Respiratory/InfluenzaDashboard,"Influenza: What You Need to Know",Level 6,Moderate,Feb-22-2025,8,2024-25
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 11,Very High,Feb-22-2025,8,2024-25
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 6,Moderate,Feb-22-2025,8,2024-25
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 13,Very High,Feb-22-2025,8,2024-25
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 10,High,Feb-22-2025,8,2024-25
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 12,Very High,Feb-22-2025,8,2024-25
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 12,Very High,Feb-22-2025,8,2024-25
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 10,High,Feb-22-2025,8,2024-25
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 5,Low,Feb-22-2025,8,2024-25
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 13,Very High,Feb-22-2025,8,2024-25
Oklahoma,https://oklahoma.gov/health/health-education/acute-disease-service/viral-view/influenza.html,"Influenza Information",Level 8,High,Feb-22-2025,8,2024-25
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 12,Very High,Feb-22-2025,8,2024-25
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 10,High,Feb-22-2025,8,2024-25
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 10,High,Feb-22-2025,8,2024-25
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 11,Very High,Feb-22-2025,8,2024-25
South Dakota,https://doh.sd.gov/health-data-reports/data-dashboards/influenza-dashboard/,"Influenza Information",Level 6,Moderate,Feb-22-2025,8,2024-25
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 11,Very High,Feb-22-2025,8,2024-25
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 10,High,Feb-22-2025,8,2024-25
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 6,Moderate,Feb-22-2025,8,2024-25
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 9,High,Feb-22-2025,8,2024-25
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 11,Very High,Feb-22-2025,8,2024-25
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 12,Very High,Feb-22-2025,8,2024-25
West Virginia,https://breatheeasy.wv.gov,"Current Influenza Surveillance",Level 10,High,Feb-22-2025,8,2024-25
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 10,High,Feb-22-2025,8,2024-25
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,"Influenza",Level 6,Moderate,Feb-22-2025,8,2024-25
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 11,Very High,Feb-22-2025,8,2024-25
Commonwealth of the Northern Mariana Islands,,"",Level 4,Low,Feb-22-2025,8,2024-25
Puerto Rico,https://www.salud.gov.pr/CMS/92,"Puerto Rico Departamento de Salud",Level 4,Low,Feb-22-2025,8,2024-25
Virgin Islands,https://doh.vi.gov/resources/influenza-flu,"Influenza",Level 2,Minimal,Feb-22-2025,8,2024-25
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 9,High,Mar-01-2025,9,2024-25
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 9,High,Mar-01-2025,9,2024-25
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 7,Moderate,Mar-01-2025,9,2024-25
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,"Communicable Disease and Immunizations",Level 7,Moderate,Mar-01-2025,9,2024-25
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,"Influenza (Flu)",Level 7,Moderate,Mar-01-2025,9,2024-25
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,"Influenza Surveillance",Level 10,High,Mar-01-2025,9,2024-25
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,"Flu Statistics",Level 9,High,Mar-01-2025,9,2024-25
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,"Weekly Influenza Surveillance Reports",Level 6,Moderate,Mar-01-2025,9,2024-25
District of Columbia,https://dchealth.dc.gov/node/114982,"Influenza Information",Level 10,High,Mar-01-2025,9,2024-25
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 7,Moderate,Mar-01-2025,9,2024-25
Georgia,https://dph.georgia.gov/epidemiology/influenza/georgia-influenza-activity,"Weekly Influenza Surveillance in Georgia",Level 6,Moderate,Mar-01-2025,9,2024-25
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program",Level 3,Minimal,Mar-01-2025,9,2024-25
Idaho,http://flu.idaho.gov,"Influenza",Level 10,High,Mar-01-2025,9,2024-25
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,"Seasonal Influenza Surveillance Reports",Level 7,Moderate,Mar-01-2025,9,2024-25
Indiana,https://www.in.gov/health/idepd/influenza/influenza-dashboard/,"Influenza in Indiana",Level 10,High,Mar-01-2025,9,2024-25
Iowa,https://idph.iowa.gov/influenza/reports,"Iowa Influenza Surveillance Network",Level 9,High,Mar-01-2025,9,2024-25
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 10,High,Mar-01-2025,9,2024-25
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,"Influenza - Flu",Level 7,Moderate,Mar-01-2025,9,2024-25
Louisiana,https://ldh.la.gov/page/respiratory-home,"Influenza",Level 11,Very High,Mar-01-2025,9,2024-25
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates",Level 11,Very High,Mar-01-2025,9,2024-25
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance",Level 10,High,Mar-01-2025,9,2024-25
Massachusetts,https://www.mass.gov/info-details/influenza-reporting,"Influenza Surveillance Data",Level 11,Very High,Mar-01-2025,9,2024-25
Michigan,michigan.gov/flu/surveillance,"Influenza Activity and Surveillance",Level 12,Very High,Mar-01-2025,9,2024-25
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 4,Low,Mar-01-2025,9,2024-25
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 10,High,Mar-01-2025,9,2024-25
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 6,Moderate,Mar-01-2025,9,2024-25
Montana,https://dphhs.mt.gov/publichealth/cdepi/diseases/Pan-Respiratory/InfluenzaDashboard,"Influenza: What You Need to Know",Level 3,Minimal,Mar-01-2025,9,2024-25
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,"Weekly Flu Report",Level 10,High,Mar-01-2025,9,2024-25
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 5,Low,Mar-01-2025,9,2024-25
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 12,Very High,Mar-01-2025,9,2024-25
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,"Seasonal Influenza - Surveillance",Level 10,High,Mar-01-2025,9,2024-25
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 11,Very High,Mar-01-2025,9,2024-25
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 11,Very High,Mar-01-2025,9,2024-25
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 9,High,Mar-01-2025,9,2024-25
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 3,Minimal,Mar-01-2025,9,2024-25
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 12,Very High,Mar-01-2025,9,2024-25
Oklahoma,https://oklahoma.gov/health/health-education/acute-disease-service/viral-view/influenza.html,"Influenza Information",Level 3,Minimal,Mar-01-2025,9,2024-25
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 11,Very High,Mar-01-2025,9,2024-25
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,"Influenza Weekly Report ",Level 8,High,Mar-01-2025,9,2024-25
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 10,High,Mar-01-2025,9,2024-25
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 11,Very High,Mar-01-2025,9,2024-25
South Dakota,https://doh.sd.gov/health-data-reports/data-dashboards/influenza-dashboard/,"Influenza Information",Level 5,Low,Mar-01-2025,9,2024-25
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,"Influenza-Like Illness Surveillance Summary Archive",Level 10,High,Mar-01-2025,9,2024-25
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 9,High,Mar-01-2025,9,2024-25
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 4,Low,Mar-01-2025,9,2024-25
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,"Flu Activity",Level 5,Low,Mar-01-2025,9,2024-25
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 10,High,Mar-01-2025,9,2024-25
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 11,Very High,Mar-01-2025,9,2024-25
West Virginia,https://breatheeasy.wv.gov,"Current Influenza Surveillance",Level 7,Moderate,Mar-01-2025,9,2024-25
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 9,High,Mar-01-2025,9,2024-25
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,"Influenza",Level 7,Moderate,Mar-01-2025,9,2024-25
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 10,High,Mar-01-2025,9,2024-25
Commonwealth of the Northern Mariana Islands,,"",Level 4,Low,Mar-01-2025,9,2024-25
Puerto Rico,https://www.salud.gov.pr/CMS/92,"Puerto Rico Departamento de Salud",Level 5,Low,Mar-01-2025,9,2024-25
Virgin Islands,https://doh.vi.gov/resources/influenza-flu,"Influenza",Level 2,Minimal,Mar-01-2025,9,2024-25
